folder,material,alkaline_earth,boron_family,halogen,qtd_atoms,volume,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,space_group,etotal,Hf,Hf_per_atom,PDEntry,bandgap,direct,transition,e_above_hull
BeB2,BeB2,Be,B,,1.0,21.33668899739461,2.929969798864024,2.929969798864024,2.869922679366963,90.0,90.0,120.00002024110005,191,-16.81784114,0.0093398583333339,0.0031132861111113,PDEntry : Be1 B2 with energy = -16.8178,0.0,False,,0.1243395345138891
BeB2Br10,Be(BBr5)2,Be,B,Br,1.0,500.4923274838719,8.127437667368092,8.127437667368092,7.83502363353336,83.0083434081477,83.0083434081477,99.98100740068772,5,-39.16348,-5.911511826666668,-0.4547316789743591,PDEntry : Be1 B2 Br10 (BeB2Br10) with energy = -39.1635,1.933,False,"(0.333,0.333,0.333)-(-0.333,0.333,0.333)",0.1365142799999996
BeB2Cl10,Be(BCl5)2,Be,B,Cl,1.0,403.798136481042,7.729170229383702,7.729170229383702,10.92587130725428,57.38042985456916,57.38042985456916,93.24556947480228,5,-45.21400113,-11.584528531666663,-0.8911175793589741,PDEntry : Be1 B2 Cl10 (BeB2Cl10) with energy = -45.2140,2.2436,True,"(0.000,0.000,0.500)-(0.000,0.000,0.500)",0.1870746134615371
BeB2Cl6,Be(BCl3)2,Be,B,Cl,1.0,180.1960991466741,6.340406755124972,6.340406755124972,6.339176364645588,59.99639567280993,59.99639567280993,60.005171990727725,225,-21.8650995,5.043456458333335,0.5603840509259261,PDEntry : Be1 Cl6 B2 (BeB2Cl6) with energy = -21.8651,0.0,False,,1.7588922934567903
BeB2Cl8,Be(BCl4)2,Be,B,Cl,4.0,825.2794096319875,10.16084523938468,6.7165340786367045,15.09987718097072,109.24478481516432,119.40330151660824,91.46993496607244,2,-86.13254349,-25.59451493333333,-1.1633870424242423,PDEntry : B4 Cl16 Be2 (BeB2Cl8) with energy = -86.1325,4.9079,False,"(-0.000,-0.000,0.500)-(0.333,0.000,0.000)",0.0817491854545471
BeB2F10,BeB2F10,Be,B,F,1.0,135.16129413672286,5.426965798823384,5.426965798823384,7.56630526779342,60.22346211340535,60.22346211340535,101.55043509706024,5,-65.6706573,-32.85994542666667,-2.52768810974359,PDEntry : Be1 B2 F10 with energy = -65.6707,1.9749,False,"(-0.429,0.429,0.000)-(-0.429,-0.429,0.200)",0.0983354013461523
BeB2F6,BeB2F6,Be,B,F,1.0,93.47049987330928,5.579702858957615,5.579702858957615,5.581711847040456,49.86766529393483,49.86766529393483,49.88498849759147,166,-50.70783313,-24.290533606666664,-2.6989481785185183,PDEntry : Be1 F6 B2 with energy = -50.7078,6.6864,False,"(0.500,0.500,0.500)-(0.000,0.000,0.000)",0.1943969994753125
BeB2F8,BeB2F8,Be,B,F,1.0,101.86260646912642,7.269832181703982,7.269832181703982,5.397895732252021,39.61436991107843,39.61436991107843,38.01449491177883,12,-62.59835153,-32.98434583166667,-2.998576893787879,PDEntry : Be1 B2 F8 with energy = -62.5984,9.3226,False,"(0.500,0.500,0.500)-(0.000,0.000,0.000)",0.0776327102272729
BeB2I10,Be(BI5)2,Be,B,I,1.0,629.4303394935545,9.577033166249931,9.577033166249931,7.30404842054106,80.10902555598241,80.10902555598241,74.18089003554925,5,-33.17739015,-1.11812870166667,-0.0860099001282053,PDEntry : Be1 B2 I10 (BeB2I10) with energy = -33.1774,1.132,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.1132860019230759
BeB2I6,Be(BI3)2,Be,B,I,1.0,383.7168165970897,9.226157258736952,9.226157258736952,7.175304536560736,62.92661066775524,62.92661066775525,46.30605399384455,12,-26.74079258,-0.7743633116666686,-0.0860403679629631,PDEntry : Be1 I6 B2 (BeB2I6) with energy = -26.7408,2.5016,False,"(0.000,-0.000,0.500)-(0.500,0.500,0.500)",0.1831845949382713
BeB3Br6,Be(BBr2)3,Be,B,Br,6.0,438.5947364740524,8.600669142247234,8.600669142247236,10.389224206869594,53.937167779636674,53.93716777963668,88.38127732817993,12,-28.23532025,5.152966522500002,0.5152966522500002,PDEntry : Br6 Be1 B3 (BeB3Br6) with energy = -28.2353,0.0,False,,1.1436554060277788
BeB3Cl6,Be(BCl2)3,Be,B,Cl,6.0,345.23076504725606,7.96607747469227,7.966077474692279,7.805967059523634,58.75781952075979,58.75781952075979,87.22140021070155,12,-31.95734413,1.6574452975000007,0.16574452975,PDEntry : Cl6 Be1 B3 (BeB3Cl6) with energy = -31.9573,0.0,False,,1.2444019480277784
BeB3F,BeB3F,Be,B,F,1.0,50.67414681070424,3.700514825141688,3.700514825141688,3.700514825141687,90.0,90.0,90.0,221,-15.29904839,9.832719165000004,1.966543833000001,PDEntry : F1 B3 Be1 with energy = -15.2990,0.0,False,,2.9783488408472225
BeB3F6,BeB3F6,Be,B,F,6.0,98.1153938325719,3.975484557284526,6.840161814560508,3.975484557284527,102.44754702718714,104.23918117179316,102.44754702718711,12,-46.50852469,-13.3849916975,-1.33849916975,PDEntry : F6 Be1 B3 with energy = -46.5085,0.0,False,,1.2655114904444478
BeB3I,BeB3I,Be,B,I,1.0,84.97437546760153,4.396387797538673,4.396387797538674,4.396387797538674,90.0,90.0,90.0,221,-10.51307754,14.543544972500005,2.9087089945000004,PDEntry : I1 B3 Be1 with energy = -10.5131,0.0,False,,3.1538149235208333
BeB3I6,Be(BI2)3,Be,B,I,6.0,532.1193293146176,9.672052581748265,9.672052581748268,14.876584998835868,46.07929557823768,46.07929557823771,82.50344978288015,12,-24.3224923,8.350170437499997,0.8350170437499997,PDEntry : I6 Be1 B3 (BeB3I6) with energy = -24.3225,0.0,False,,1.0773195103611115
BeB5,BeB5,Be,B,,20.0,189.71759143332864,8.241639565177636,8.241639565177636,7.3828251399524,105.59481077012948,105.59481077012948,23.16762055611205,8,-142.33532006,5.448205563333346,0.2270085651388894,PDEntry : B20 Be4 with energy = -142.3353,0.0,False,,0.2876216893402787
BeB6,BeB6,Be,B,,6.0,68.29268835299548,4.0875028615826965,4.0875028615826965,4.0875028615826965,90.0,90.0,90.0,221,-39.94941899,3.702695885000004,0.5289565550000006,PDEntry : B6 Be1 with energy = -39.9494,0.0,False,,0.5809106614583337
BeBBr3,BeBBr3,Be,B,Br,6.0,436.4359240545893,8.471413068835615,8.810882102654725,6.544502765474463,90.0,90.0,116.69041118206782,11,-29.52363361,0.5731337533333338,0.0573133753333333,PDEntry : Br6 Be2 B2 with energy = -29.5236,1.7683,True,"(-0.000,0.333,0.000)-(-0.000,0.333,0.000)",0.8932479042222221
BeBBr5,BeBBr5,Be,B,Br,2.0,620.7256563262047,9.038359367278186,9.038359367278186,12.29397101664347,127.91462328239116,127.91462328239116,63.18907500184441,9,-46.08227454,-9.415592306666667,-0.6725423076190477,PDEntry : Be2 Br10 B2 with energy = -46.0823,3.3041,False,"(0.000,0.000,0.000)-(0.500,0.500,-0.000)",0.1249266314285728
BeBBr5_C2c,BeBBr5,Be,B,Br,2.0,558.2086430802261,6.852121218221551,6.852120975220318,13.268598246541808,71.25509597140321,71.25513074407847,82.02295567193661,15,-43.648676,-6.981993766666669,-0.4987138404761906,PDEntry : Be2 B2 Br10 (BeBBr5_C2c) with energy = -43.6487,2.393,False,"(0.000,0.000,0.000)-(0.500,0.500,0.000)",0.29875509857143
BeBBr5_Immm,BeBBr5,Be,B,Br,2.0,547.0588979751814,4.157686875168759,11.839678621464554,11.113283511051948,90.0,90.0,90.00000000000001,71,-34.75053985,1.9161423833333304,0.1368673130952378,PDEntry : Be2 B2 Br10 (BeBBr5_Immm) with energy = -34.7505,0.7382,False,"(0.500,0.000,0.500)-(0.000,0.000,0.000)",0.9343362521428586
BeBBr5_P12_11,BeBBr5,Be,B,Br,4.0,1315.941625134465,10.548523395615854,14.072654017616289,9.12842130877165,90.0,76.19676857206966,90.0,4,-91.90398321,-18.57061874333334,-0.6632363836904764,PDEntry : Be4 B4 Br20 (BeBBr5_P12_11) with energy = -91.9040,3.8877,False,"(0.500,0.000,0.000)-(0.500,0.000,0.333)",0.1342325553571441
BeBBr5_P21c,BeBBr5,Be,B,Br,4.0,1340.115396328405,14.836834028546802,6.954615308357441,13.205062044166992,79.58669379628087,90.0,90.0,14,-91.88078413,-18.54741966333333,-0.6624078451190475,PDEntry : Be4 B4 Br20 (BeBBr5_P21c) with energy = -91.8808,3.9361,False,"(0.000,0.000,0.000)-(0.500,0.500,0.500)",0.1350610939285732
BeBBr5_P2_12_121_BaAlF5,BeBBr5,Be,B,Br,4.0,1352.4368111881354,8.118437268823069,7.084584415349082,23.51419765132861,90.0,90.0,90.00000000000001,19,-91.84280936,-18.509444893333335,-0.6610516033333335,PDEntry : Be4 B4 Br20 (BeBBr5_P2_12_121_BaAlF5) with energy = -91.8428,3.9341,False,"(0.000,0.250,0.000)-(0.333,0.000,0.000)",0.1364173357142872
BeBBr5_P2_12_121_BaGaF5,BeBBr5,Be,B,Br,4.0,1386.094627822412,8.82026336501584,7.537032817752348,20.85023340857564,90.0,90.0,90.00000000000001,19,-91.85616164,-18.52279717333333,-0.6615284704761903,PDEntry : Be4 B4 Br20 (BeBBr5_P2_12_121_BaGaF5) with energy = -91.8562,3.9294,False,"(0.000,0.000,0.000)-(0.000,0.333,0.000)",0.1359404685714302
BeBCl3,BeBCl3,Be,B,Cl,2.0,279.2566872125775,7.995899345060707,8.735113135765785,11.368505114811766,63.39607612198797,112.48529786024064,156.75425372099264,2,-38.76518216,-8.44191214166667,-0.844191214166667,PDEntry : Be2 Cl6 B2 with energy = -38.7652,2.3057,False,"(0.500,0.250,0.500)-(0.500,-0.000,0.500)",0.4401463252222219
BeBCl5_C2c,BeBCl5,Be,B,Cl,2.0,444.4458237368223,6.959622992007786,6.959622674626524,11.604740488986108,63.62663983455017,63.62666172968577,70.40126455612123,15,-50.95788177,-13.91369511166667,-0.9938353651190478,PDEntry : Be2 B2 Cl10 (BeBCl5_C2c) with energy = -50.9579,2.9755000000000003,False,"(-0.250,0.250,0.000)-(0.500,-0.000,-0.000)",0.339252066428573
BeBCl5_Immm,BeBCl5,Be,B,Cl,2.0,447.48172817343305,3.835964814979485,10.911415005093124,10.691031708128568,90.0,90.0,90.00000000000001,71,-42.03622257,-4.992035911666669,-0.3565739936904763,PDEntry : Be2 B2 Cl10 (BeBCl5_Immm) with energy = -42.0362,1.6137,False,"(0.429,0.000,0.500)-(0.429,0.500,0.000)",0.9765134378571444
BeBCl5_P12_11,BeBCl5,Be,B,Cl,4.0,1059.0410855770515,9.36251392569005,12.390157164110375,9.185510962393955,90.0,83.6652890173025,90.0,4,-107.51420005,-33.42582673333334,-1.1937795261904764,PDEntry : Be4 B4 Cl20 (BeBCl5_P12_11) with energy = -107.5142,4.8231,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.1393079053571444
BeBCl5_P21c,BeBCl5,Be,B,Cl,4.0,987.203735968188,15.29025216552376,6.871087261603322,10.185235358301767,67.30356514757378,90.0,90.0,14,-109.45255303,-35.36417971333334,-1.2630064183333336,PDEntry : Be4 B4 Cl20 (BeBCl5_P21c) with energy = -109.4526,4.7010000000000005,False,"(0.000,0.000,0.000)-(0.000,0.500,0.000)",0.070081013214287
BeBCl5_P2_12_121_BaAlF5,BeBCl5,Be,B,Cl,4.0,1090.523730334918,7.629779325832942,6.670285025234533,21.42785758893822,90.0,90.0,90.00000000000001,19,-107.32668811,-33.238314793333345,-1.1870826711904765,PDEntry : Be4 B4 Cl20 (BeBCl5_P2_12_121_BaAlF5) with energy = -107.3267,4.82,False,"(0.000,0.250,0.000)-(0.000,0.000,0.000)",0.1460047603571443
BeBCl5_P2_12_121_BaGaF5,BeBCl5,Be,B,Cl,4.0,1246.0601324134416,7.237986157945651,8.263862711798527,20.832344999911868,90.0,90.0,90.00000000000001,19,-107.25737672,-33.169003403333335,-1.184607264404762,PDEntry : Be4 B4 Cl20 (BeBCl5_P2_12_121_BaGaF5) with energy = -107.2574,4.9093,True,"(0.000,0.333,0.000)-(0.000,0.333,0.000)",0.1484801671428588
BeBF3,BeBF3,Be,B,F,1.0,43.42598719243591,3.51492907897663,3.51492907897663,3.51492907897663,90.0,90.0,90.0,221,-22.47533875,-7.559331958333331,-1.511866391666666,PDEntry : Be1 F3 B1 with energy = -22.4753,2.9779,False,"(0.429,0.143,0.000)-(0.429,0.000,0.000)",1.2735396688921543
BeBF5,BeBF5,Be,B,F,4.0,276.5938088572344,12.0201068495686,4.790550059482332,4.803440837635338,90.22665737855104,90.01576226543271,90.06586423367156,62,-161.01488019,-88.56402832333335,-3.16300101154762,PDEntry : Be4 F20 B4 with energy = -161.0149,9.0958,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",5.168928572274467e-06
BeBF5_C2c,BeBF5,Be,B,F,2.0,115.9926108713307,4.577960377116532,4.57796026450165,6.393307804491049,69.23068139168721,69.2306928709787,89.79093878497225,15,-74.14477004,-37.91934410666666,-2.708524579047619,PDEntry : Be2 B2 F10 (BeBF5_C2c) with energy = -74.1448,8.256300000000001,False,"(0.500,-0.000,0.000)-(0.000,0.000,0.000)",0.4544764325000008
BeBF5_I4,BeBF5,Be,B,F,16.0,1068.437225903392,11.8659566841731,11.8659566841731,7.588282555003061,90.0,90.0,90.0,79,-623.47714858,-333.6737411133333,-2.979229831369047,PDEntry : Be16 B16 F80 (BeBF5_I4) with energy = -623.4771,8.346,False,"(0.000,0.000,0.333)-(0.000,0.000,0.000)",0.1837711801785726
BeBF5_Immm,BeBF5,Be,B,F,2.0,152.67727302120804,2.841200549537012,7.136696592345405,7.529658344893616,90.0,90.0,90.00000000000001,71,-68.49150649,-32.26608055666667,-2.304720039761905,PDEntry : Be2 B2 F10 (BeBF5_Immm) with energy = -68.4915,5.9108,False,"(0.444,0.000,0.000)-(0.000,0.000,0.000)",0.8582809717857147
BeBF5_P12_11,BeBF5,Be,B,F,4.0,264.6172465564292,5.130436022651197,8.160402753093509,6.320512271305377,90.0,90.00636391257989,90.0,26,-156.96824394,-84.51739207333334,-3.0184782883333336,PDEntry : Be4 B4 F20 (BeBF5_P12_11) with energy = -156.9682,7.6865,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.144522723214286
BeBF5_P21c,BeBF5,Be,B,F,4.0,277.1808462592808,8.746320653909443,4.577495607841413,8.64135169896299,53.2425974445268,90.0,90.0,14,-159.53907233,-87.08822046333334,-3.110293587976191,PDEntry : Be4 B4 F20 (BeBF5_P21c) with energy = -159.5391,8.8443,False,"(0.000,0.429,0.000)-(0.000,0.000,0.000)",0.0527074235714293
BeBF5_P2_12_121_BaAlF5,BeBF5,Be,B,F,4.0,276.51585397948185,4.781358053765455,4.790380148476388,12.072543818476428,90.0,90.0,90.0,62,-161.01473546,-88.56388359333333,-3.1629958426190474,PDEntry : Be4 B4 F20 (BeBF5_P2_12_121_BaAlF5) with energy = -161.0147,9.0765,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",5.168928572274467e-06
BeBF5_P2_12_121_BaGaF5,BeBF5,Be,B,F,4.0,276.4252136647048,4.817349275569294,4.796487084343774,11.963169034663917,90.0,90.0,90.0,62,-161.00694111,-88.55608924333335,-3.162717472976191,PDEntry : Be4 B4 F20 (BeBF5_P2_12_121_BaGaF5) with energy = -161.0069,9.1237,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0002835385714288
BeBI3,BeBI3,Be,B,I,2.0,352.81655949146455,7.27297605866906,7.27297605866906,13.776936900203502,90.0,90.0,151.04378340120903,63,-24.69912428,4.682019048333334,0.4682019048333334,PDEntry : Be2 B2 I6 with energy = -24.6991,0.9863999999999996,False,"(-0.286,0.143,0.000)-(0.286,0.143,0.000)",0.9024602198888888
BeBI5_C2c,BeBI5,Be,B,I,2.0,773.293692154194,7.847224553222734,7.847223857646664,14.029887103526532,73.5501003748816,73.5501200270492,73.01749980204511,15,-36.49067577,-1.0167002616666636,-0.0726214472619045,PDEntry : Be2 B2 I10 (BeBI5_C2c) with energy = -36.4907,1.6745,False,"(0.000,0.000,0.000)-(0.333,0.000,0.000)",0.2615376435714291
BeBI5_Immm,BeBI5,Be,B,I,2.0,691.8456596733616,4.612111108986708,12.873368304958484,11.652450453704002,90.0,90.0,90.00000000000001,71,-27.88621773,7.587757778333341,0.5419826984523815,PDEntry : Be2 B2 I10 (BeBI5_Immm) with energy = -27.8862,0.0,False,,0.8761417892857153
BeBI5_P12_11,BeBI5,Be,B,I,4.0,1578.917327983939,11.156237091248084,15.148499890066876,9.396710043843514,90.0,96.14649836145996,90.0,4,-77.41130819,-6.463357173333321,-0.2308341847619043,PDEntry : Be4 B4 I20 (BeBI5_P12_11) with energy = -77.4113,2.3304,True,"(0.500,0.000,0.000)-(0.500,0.000,0.000)",0.1033249060714296
BeBI5_P21c,BeBI5,Be,B,I,4.0,1660.7576245172104,17.94874802163528,7.1480684452401535,13.00599439454483,84.42360349314193,90.0,90.0,14,-77.57517415,-6.627223133333317,-0.2366865404761899,PDEntry : Be4 B4 I20 (BeBI5_P21c) with energy = -77.5752,2.458,False,"(0.000,0.500,0.500)-(0.000,0.500,0.000)",0.097472550357144
BeBI5_P2_12_121_BaAlF5,BeBI5,Be,B,I,4.0,1411.3880536597246,6.2442335947386445,14.315154912820892,15.789604194742166,90.0,90.0,90.00000000000001,19,-78.64454758,-7.6965965633333155,-0.2748784486904755,PDEntry : Be4 B4 I20 (BeBI5_P2_12_121_BaAlF5) with energy = -78.6445,2.4549,False,"(0.500,0.500,0.000)-(0.000,0.500,0.000)",0.0592806421428582
BeBI5_P2_12_121_BaGaF5,BeBI5,Be,B,I,4.0,1482.7439682415106,6.6315261019958776,11.782592495382469,18.97631255467323,90.0,90.0,90.00000000000001,19,-78.5289595,-7.581008483333321,-0.27075030297619,PDEntry : Be4 B4 I20 (BeBI5_P2_12_121_BaGaF5) with energy = -78.5290,2.4076,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0634087878571438
BeBr,BeBr,Be,,Br,1.0,37.07401304953991,3.74278487202502,3.74278487202502,3.74278487202502,59.99999999999999,59.99999999999999,59.99999999999999,225,-4.32785835,0.7293344275000004,0.3646672137500002,PDEntry : Be1 Br1 with energy = -4.3279,0.0,False,,1.3217591337500003
BeBr2,BeBr2,Be,,Br,2.0,212.12229463506995,5.585951030646704,6.418330044883835,7.3078366328769775,116.35040857320746,112.92158299380424,89.28211891786168,15,-20.35607835,-6.95673536,-1.1594558933333332,PDEntry : Be2 Br4 with energy = -20.3561,5.158,False,"(-0.000,0.500,0.250)-(0.000,0.000,0.000)",0.0
BeBr3,BeBr3,Be,,Br,2.0,316.483941029937,11.12186308732976,11.116832770250326,2.9864575356587606,90.0,90.0,121.00633987410698,63,-19.99657059,-3.312270165000001,-0.4140337706250001,PDEntry : Be2 Br6 with energy = -19.9966,0.0,False,,0.4555581493749998
BeBr4,BeBr4,Be,,Br,8.0,517.4432805968729,10.922094481550122,10.922094481550122,5.530884937731782,90.0,90.0,128.3483438813006,66,-26.58800003,-6.618742170000001,-0.661874217,PDEntry : Br8 Be2 with energy = -26.5880,1.2811999999999997,True,"(-0.333,0.333,0.000)-(-0.333,0.333,0.000)",0.0337993189999994
BeCl,BeCl,Be,,Cl,1.0,28.642845911594005,3.151431105208239,3.1514097176927365,3.33133115134166,90.0,90.0,120.0331018134698,187,-4.77646187,0.3184813499999999,0.1592406749999999,PDEntry : Be1 Cl1 with energy = -4.7765,0.0,False,,1.4884220587499994
BeCl2,BeCl2,Be,,Cl,2.0,169.01040328239168,5.25273886241157,5.913797699685309,6.715888493359271,115.89638189259848,113.02097305735444,90.0,72,-23.48379583,-9.933451069999997,-1.6555751783333328,PDEntry : Be2 Cl4 with energy = -23.4838,6.2857,False,"(0.000,0.400,0.400)-(0.000,0.000,0.000)",0.0
BeCl4,BeCl4,Be,,Cl,8.0,416.7998303645915,9.915336003215389,9.915336003215389,5.233246806140985,90.0,90.0,125.89378444025309,66,-30.73833324,-10.46707184,-1.046707184,PDEntry : Cl8 Be2 with energy = -30.7383,2.3225,False,"(-0.333,0.333,0.000)-(0.000,0.000,0.000)",0.0106379229999995
BeF,BeF,Be,,F,2.0,44.21333123532094,2.4922637938726835,2.4922637938726835,8.224629763724463,89.99776114439253,90.0022388556075,120.06430231576444,186,-16.78786108,-6.761726784999999,-1.6904316962499997,PDEntry : Be2 F2 with energy = -16.7879,0.0,False,,0.8368010325000004
BeF3,BeF3,Be,,F,2.0,68.89449820792534,5.485098990881523,5.48443935278622,2.422729955436957,90.0,90.0,109.04104155011773,63,-32.58829375,-16.168747104999998,-2.021093388125,PDEntry : Be2 F6 with energy = -32.5883,0.0,False,,0.1039280714999995
BeF4,BeF4,Be,,F,4.0,187.01628980662863,3.93824722372954,5.35114448684099,8.874211676816792,90.0,90.0,90.00000000000001,63,-76.1485494,-36.91604376,-1.845802188,PDEntry : Be4 F16 with energy = -76.1485,0.0,False,,0.0
BeF6,BeF6,Be,,F,1.0,123.0547212704012,4.955340925401999,4.955340925401997,5.059947399163521,90.0,90.0,82.04936687216743,65,-21.76138895,-8.756556365,-1.2509366235714283,PDEntry : Be1 F6 with energy = -21.7614,1.7747000000000006,True,"(0.400,0.400,0.000)-(0.400,0.400,0.000)",0.110350653571428
BeGa,BeGa,Be,Ga,,1.0,26.213647872483552,4.153026203130645,4.153026203130645,4.153352146565755,39.61634828218973,39.61634828218973,39.58880992760184,166,-6.08534032,-0.4261440800000002,-0.2130720400000001,PDEntry : Be1 Ga1 with energy = -6.0853,0.0,False,,0.2919279599999997
BeGa12,BeGa12,Be,Ga,,12.0,317.272182311619,7.655654601181252,7.655654601181252,7.655654601181252,59.99999999999999,59.99999999999999,59.99999999999999,225,-33.56342744,-3.21492722,-0.2473020938461538,PDEntry : Ga12 Be1 with energy = -33.5634,0.0,False,,0.388851752307692
BeGa13,BeGa13,Be,Ga,,1.0,257.63757337079824,7.127009685926233,7.127009685926234,5.524876507920456,100.86442040786564,100.86442040786564,70.66367634751275,12,-40.1456698,-7.5526874000000035,-0.5394776714285717,PDEntry : Be1 Ga13 with energy = -40.1457,0.0,False,,0.0983794714285717
BeGa2,BeGa2,Be,Ga,,2.0,249.74592485515288,7.068671556472101,7.068671556472101,7.068671556472101,60.00000000000001,60.00000000000001,60.00000000000001,227,-14.96802806,0.8393287800000007,0.1398881300000001,PDEntry : Be2 Ga4 with energy = -14.9680,0.8813,False,"(0.500,0.500,-0.000)-(0.250,0.250,-0.000)",0.6965547966666672
BeGa2Br10,Be(GaBr5)2,Be,Ga,Br,1.0,548.5009696488548,8.002890733872718,8.002890733872718,9.720120610705878,70.61589859959992,70.61589859959992,76.4214760704378,5,-34.82147411,-10.493008515,-0.8071545011538461,PDEntry : Be1 Ga2 Br10 (BeGa2Br10) with energy = -34.8215,1.1629,False,"(0.000,0.000,0.000)-(-0.000,-0.000,0.333)",0.0752484330769229
BeGa2Br6,Be(GaBr3)2,Be,Ga,Br,1.0,370.9224988590048,8.083711087230984,8.083711087230986,10.684726043972097,47.70722505646846,47.70722505646846,54.275190194259686,12,-24.48125515,-6.722704425,-0.7469671583333333,PDEntry : Be1 Br6 Ga2 (BeGa2Br6) with energy = -24.4813,0.0,False,,0.2804715072222228
BeGa2Br8,Be(GaBr4)2,Be,Ga,Br,4.0,1608.4537612074378,13.98096830576984,13.98096830576984,13.98096830576984,128.9703457915321,128.9703457915321,75.05829330188561,142,-126.35195321,-42.17792057,-0.9585891038636364,PDEntry : Be4 Ga8 Br32 (BeGa2Br8) with energy = -126.3520,2.713,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0842507275000015
BeGa2Cl10,Be(GaCl5)2,Be,Ga,Cl,1.0,526.0346692867001,8.436705511925057,8.43670551192506,10.533434045838591,63.63958951017675,63.63958951017675,101.1344396378164,5,-40.35685215,-15.65088213,-1.20391401,PDEntry : Be1 Ga2 Cl10 (BeGa2Cl10) with energy = -40.3569,2.7191,False,"(0.500,0.500,-0.000)-(0.250,0.000,0.333)",0.0575652484615374
BeGa2Cl6,Be(GaCl3)2,Be,Ga,Cl,1.0,197.8107599524847,6.5462105329507,6.5462105329507,6.540826697297486,59.900937868289205,59.900937868289205,59.94029249510337,225,-24.93981176,-6.954758380000001,-0.7727509311111113,PDEntry : Be1 Cl6 Ga2 (BeGa2Cl6) with energy = -24.9398,0.0,False,,0.6802780863888884
BeGa2Cl8,Be(GaCl4)2,Be,Ga,Cl,4.0,1327.5473646891155,13.132650994433911,13.132650994433911,13.132650994433911,129.13087530667912,129.13087530667912,74.80008085187994,142,-146.25590763,-60.873860829999984,-1.383496837045454,PDEntry : Be4 Ga8 Cl32 (BeGa2Cl8) with energy = -146.2559,3.6368,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0782513774999995
BeGa2F10,BeGa2F10,Be,Ga,F,1.0,141.8340981325738,4.691223955039232,4.69122395503923,7.303261256732516,69.95977635088401,69.95977635088401,84.08744376472477,5,-55.33940145,-31.452192155,-2.419399396538461,PDEntry : Be1 Ga2 F10 with energy = -55.3394,0.0,False,,0.0523758281410211
BeGa2F6,BeGa2F6,Be,Ga,F,1.0,105.78672864453245,4.65829802019043,4.65829802019043,6.603460851836493,59.78484733364914,59.78484733364914,68.55973124269791,12,-42.93174568,-25.437948735,-2.826438748333333,PDEntry : Be1 F6 Ga2 with energy = -42.9317,4.8276,False,"(-0.333,0.167,0.400)-(-0.000,-0.000,0.400)",0.0854775814814816
BeGa2F8,BeGa2F8,Be,Ga,F,2.0,113.47746479123076,5.086944690164132,5.086944690164132,4.683407471957781,92.24548729737656,92.24548729737656,69.62074585983981,12,-52.29421955,-31.60371643,-2.87306513,PDEntry : Ga2 Be1 F8 with energy = -52.2942,5.009099999999999,False,"(0.400,0.400,0.400)-(0.000,0.000,0.000)",0.0
BeGa2I10,Be(GaI5)2,Be,Ga,I,1.0,734.4409187057796,9.554856245358897,9.554856245358897,9.094924753930547,77.50939106968441,77.50939106968441,66.29067138207913,5,-28.87297586,-5.737216989999997,-0.4413243838461536,PDEntry : Be1 Ga2 I10 (BeGa2I10) with energy = -28.8730,0.6471,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.1269203926923072
BeGa2I6,Be(GaI3)2,Be,Ga,I,1.0,394.727035650602,8.49570155740384,8.49570155740384,6.9440398869473885,70.78837793708337,70.78837793708337,58.230778818266856,12,-19.93978735,-2.896860660000001,-0.3218734066666668,PDEntry : Be1 I6 Ga2 (BeGa2I6) with energy = -19.9398,0.0,False,,0.3752175468518519
BeGa2I8,Be(GaI4)2,Be,Ga,I,4.0,2102.3588942728293,15.208479950982593,15.208479950982593,15.208479950982593,128.36766386422198,128.36766386422198,76.03017968831523,142,-106.43953351,-26.082162389999997,-0.5927764179545453,PDEntry : Be4 Ga8 I32 (BeGa2I8) with energy = -106.4395,1.9935,False,"(0.500,0.000,0.333)-(0.000,0.000,0.000)",0.0787855906818175
BeGa3,BeGa3,Be,Ga,,1.0,63.91679485960869,3.998265807828214,3.998265807828214,3.998265807828214,90.0,90.0,90.0,221,-11.35865042,-1.2104898200000012,-0.3026224550000003,PDEntry : Be1 Ga3 with energy = -11.3587,0.0,False,,0.2798775449999997
BeGa3Br,BeGa3Br,Be,Ga,Br,1.0,174.5811940357998,5.58897911189224,5.58897911189224,5.58897911189224,90.0,90.0,90.0,221,-9.44971246,2.3409268574999977,0.4681853714999995,PDEntry : Be1 Br1 Ga3 with energy = -9.4497,0.0,False,,1.2470221395
