folder,material,alkaline_earth,boron_family,halogen,qtd_atoms,volume,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,space_group,etotal,Hf,Hf_per_atom,PDEntry,bandgap,direct,transition,e_above_hull
BeGa3Br6,Be(GaBr2)3,Be,Ga,Br,6.0,273.9156189586234,7.280862406320526,7.280862406320526,7.292339647763116,60.07108519554546,60.07108519554546,90.00833549506376,225,-27.34725512,-7.344222215000002,-0.7344222215000002,PDEntry : Br6 Be1 Ga3 (BeGa3Br6) with energy = -27.3473,0.0,False,,0.2562725775000007
BeGa3Cl,BeGa3Cl,Be,Ga,Cl,1.0,149.07662201321287,5.302367780448897,5.302367780448897,5.302367780448897,90.0,90.0,90.0,221,-10.44318029,1.3852094699999995,0.2770418939999999,PDEntry : Be1 Cl1 Ga3 with energy = -10.4432,0.0,False,,1.2047144475000002
BeGa3Cl6,Be(GaCl2)3,Be,Ga,Cl,6.0,227.863947170298,6.844662147851712,6.844662147851712,6.861428342634957,60.08510407323396,60.08510407323396,90.01104147845135,225,-31.10621981,-10.876684249999997,-1.0876684249999995,PDEntry : Cl6 Be1 Ga3 (BeGa3Cl6) with energy = -31.1062,0.0,False,,0.2860576907500003
BeGa3F,BeGa3F,Be,Ga,F,1.0,92.53528023679432,4.523095750328908,4.523095750328907,4.523095750328907,90.0,90.0,90.0,221,-13.95127791,-2.204764222500001,-0.4409528445000003,PDEntry : F1 Ga3 Be1 with energy = -13.9513,0.0,False,,0.9659402470000004
BeGa3I,BeGa3I,Be,Ga,I,1.0,214.42757509224265,5.985405036740863,5.985405036740863,5.985405036740863,90.0,90.0,90.0,221,-8.26562371,3.4057449349999995,0.6811489869999999,PDEntry : I1 Ga3 Be1 with energy = -8.2656,0.0,False,,1.3208870415
BeGa3I6,Be(GaI2)3,Be,Ga,I,6.0,377.8851112292292,8.07174380623951,8.07174380623951,8.649402108777748,61.410931223056366,61.410931223056366,98.71695672857274,12,-23.81657759,-4.529168720000001,-0.4529168720000001,PDEntry : I6 Be1 Ga3 (BeGa3I6) with energy = -23.8166,0.0,False,,0.2404649861666667
BeGa4,BeGa4,Be,Ga,,1.0,88.8141098593742,4.413815087160783,4.413815087160784,4.68919388729927,91.02700547753489,91.02700547753489,76.52044045234969,12,-14.33936634,-1.9467235600000008,-0.3893447120000001,PDEntry : Be1 Ga4 with energy = -14.3394,0.0,False,,0.2086552880000005
BeGa6,BeGa6,Be,Ga,,6.0,2539.34371964154,13.642914685090163,13.642914685090163,13.642914685090163,90.0,90.0,90.0,221,-11.75865049,5.122956649999999,0.7318509499999999,PDEntry : Ga6 Be1 with energy = -11.7587,1.4339999999999995,False,"(0.000,0.000,0.000)-(0.500,0.000,0.000)",1.3475652357142855
BeGa7,Be11Ga7,Be,Ga,,22.0,474.1614934040755,8.75280177912823,8.752801779128232,8.75280177912823,59.99999999999999,60.00000000000001,59.99999999999999,225,-108.15226287,-1.605803030000004,-0.0446056397222223,PDEntry : Be22 Ga14 (BeGa7) with energy = -108.1523,0.0,False,,0.4259499158333342
BeGa8,BeGa8,Be,Ga,,8.0,164.42081171292412,10.84436930303189,10.866986640560452,2.741012014185588,90.0,90.0,149.40161512072456,65,-26.15670632,-4.786134820000001,-0.5317927577777779,PDEntry : Ga8 Be1 with energy = -26.1567,0.0,False,,0.0937627977777779
BeGaBr5_C2c,BeGaBr5,Be,Ga,Br,2.0,402.218779893493,6.91299610256544,6.912996279203984,9.766558567517428,69.31578443767583,69.31580877940175,91.61731565861332,15,-40.24987451,-12.506694855,-0.8933353467857142,PDEntry : Be2 Ga2 Br10 (BeGaBr5_C2c) with energy = -40.2499,0.9809,False,"(0.500,0.000,-0.000)-(0.000,0.000,0.000)",0.1744936407142874
BeGaBr5_Immm,BeGaBr5,Be,Ga,Br,2.0,531.031674603015,4.923951410081874,12.293880704687046,8.772384788406685,90.0,90.0,90.00000000000001,71,-26.95433449,0.7888451649999979,0.0563460832142855,PDEntry : Be2 Ga2 Br10 (BeGaBr5_Immm) with energy = -26.9543,0.0,False,,1.1241750707142872
BeGaBr5_P12_11,BeGaBr5,Be,Ga,Br,4.0,1257.4871850734496,7.482829849973128,16.255684268643083,10.567901656640784,90.0,78.02440892218897,90.0,4,-80.19000319,-24.70364388,-0.8822729957142857,PDEntry : Be4 Ga4 Br20 (BeGaBr5_P12_11) with energy = -80.1900,1.6797,False,"(0.333,0.000,0.000)-(0.000,0.000,0.500)",0.1855559917857161
BeGaBr5_P21c,BeGaBr5,Be,Ga,Br,4.0,1272.8571946669738,23.6834423089351,7.249806882179849,7.414404851625733,91.0129794965958,90.0,90.0,14,-83.41166048,-27.92530117,-0.997332184642857,PDEntry : Be4 Ga4 Br20 (BeGaBr5_P21c) with energy = -83.4117,2.4216,False,"(0.000,0.000,0.333)-(0.000,0.000,0.000)",0.0704968028571446
BeGaBr5_P2_12_121_BaAlF5,BeGaBr5,Be,Ga,Br,4.0,1233.632124862436,5.920103884216966,11.34628666583416,18.365492989529155,90.0,90.0,90.00000000000001,19,-81.62584761,-26.1394883,-0.9335531535714284,PDEntry : Be4 Ga4 Br20 (BeGaBr5_P2_12_121_BaAlF5) with energy = -81.6258,1.987,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.1342758339285734
BeGaBr5_P2_12_121_BaGaF5,BeGaBr5,Be,Ga,Br,4.0,1298.231211633038,6.511509450846607,9.58267870968086,20.805753250193487,90.0,90.0,90.00000000000001,19,-81.60156743,-26.115208120000005,-0.9326860042857144,PDEntry : Be4 Ga4 Br20 (BeGaBr5_P2_12_121_BaGaF5) with energy = -81.6016,1.9067,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.1351429832142874
BeGaCl3,BeGaCl3,Be,Ga,Cl,6.0,213.8200026233821,6.655622553427665,6.655573379658504,5.569497466395126,90.0,90.0,119.9250446300114,194,-33.51730354,-12.1175361,-1.21175361,PDEntry : Cl6 Be2 Ga2 with energy = -33.5173,3.1984000000000004,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.253118278125001
BeGaCl5,BeGaCl5,Be,Ga,Cl,2.0,325.5096715038194,6.446856614310049,6.446856614310049,9.106450250057367,110.91851131815557,110.91851131815557,91.12204036681408,15,-47.07620622,-18.955522140000003,-1.3539658671428574,PDEntry : Be2 Cl10 Ga2 with energy = -47.0762,2.0167,False,"(0.500,0.000,0.000)-(0.000,0.000,0.000)",0.1493166967857129
BeGaCl5_C2c,BeGaCl5,Be,Ga,Cl,2.0,324.94620464871906,6.443525946277647,6.443525649246611,9.1018165501097,69.04863614435686,69.04866042579486,91.02448374080711,15,-47.09784772,-18.97716364,-1.3555116885714285,PDEntry : Be2 Ga2 Cl10 (BeGaCl5_C2c) with energy = -47.0978,2.0187,False,"(0.500,-0.000,0.000)-(0.000,0.000,0.000)",0.1477708753571418
BeGaCl5_Immm,BeGaCl5,Be,Ga,Cl,2.0,524.3785706995349,4.232031387774661,10.878297787543916,11.390298672971106,90.0,90.0,90.00000000000001,71,-36.9147651,-8.794081019999997,-0.628148644285714,PDEntry : Be2 Ga2 Cl10 (BeGaCl5_Immm) with energy = -36.9148,1.7445,False,"(0.500,0.000,0.500)-(0.000,0.000,0.000)",0.875133919642856
BeGaCl5_P12_11,BeGaCl5,Be,Ga,Cl,4.0,910.4044250654418,6.606891496466335,13.407524670154432,10.286779303627416,90.0,87.5695829433886,90.0,4,-96.23294491,-39.99157675,-1.4282705982142858,PDEntry : Be4 Ga4 Cl20 (BeGaCl5_P12_11) with energy = -96.2329,3.0047,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0750119657142844
BeGaCl5_P21c,BeGaCl5,Be,Ga,Cl,4.0,1046.3782813084106,20.25805076086311,7.854080077292211,6.991084361820968,70.16946481791615,90.0,90.0,14,-96.35113934,-40.10977118,-1.432491827857143,PDEntry : Be4 Ga4 Cl20 (BeGaCl5_P21c) with energy = -96.3511,3.4698,False,"(0.000,0.333,0.000)-(0.000,0.000,0.000)",0.070790736071427
BeGaCl5_P2_12_121_BaAlF5,BeGaCl5,Be,Ga,Cl,4.0,1084.212664858786,6.924408931985255,9.229107054232836,16.965711767689204,90.0,90.0,90.00000000000001,19,-95.99312037,-39.75175221,-1.4197054360714283,PDEntry : Be4 Ga4 Cl20 (BeGaCl5_P2_12_121_BaAlF5) with energy = -95.9931,3.9823,False,"(0.000,0.333,0.000)-(0.000,0.000,0.000)",0.0835771278571417
BeGaCl5_P2_12_121_BaGaF5,BeGaCl5,Be,Ga,Cl,4.0,1090.675241523424,6.976673393312322,9.215928146616518,16.963207802397108,90.0,90.0,90.00000000000001,19,-95.98098763,-39.73961947,-1.4192721239285715,PDEntry : Be4 Ga4 Cl20 (BeGaCl5_P2_12_121_BaGaF5) with energy = -95.9810,3.9928,False,"(0.000,0.333,0.000)-(0.000,0.000,0.000)",0.0840104399999988
BeGaF5_C2c,BeGaF5,Be,Ga,F,2.0,150.42427854742095,4.9399168034710526,4.939916666972937,7.224878623105849,67.60827025736823,67.6082840915653,84.75897907988276,15,-71.37548674,-44.073563385,-3.148111670357143,PDEntry : Be2 Ga2 F10 (BeGaF5_C2c) with energy = -71.3755,6.2154,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0
BeGaF5_I4,BeGaF5,Be,Ga,F,16.0,1198.8439306649009,12.780805803554118,12.780805803554118,7.339156975367145,90.0,90.0,90.00000000000001,87,-568.73601026,-350.32062341999995,-3.1278627091071423,PDEntry : Be16 Ga16 F80 (BeGaF5_I4) with energy = -568.7360,6.054499999999999,False,"(0.500,0.500,0.000)-(0.000,0.000,0.000)",0.02024896125
BeGaF5_Immm,BeGaF5,Be,Ga,F,2.0,195.76295234098052,3.326092027039726,7.190462131072164,8.185391223284253,90.0,90.0,90.00000000000001,71,-57.4732744,-30.171351045,-2.1550965032142857,PDEntry : Be2 Ga2 F10 (BeGaF5_Immm) with energy = -57.4733,3.276,False,"(0.500,0.000,0.333)-(0.000,0.000,0.000)",0.9930151671428566
BeGaF5_P12_11,BeGaF5,Be,Ga,F,4.0,322.9828836242437,5.280778497767106,8.248808300842484,7.447341859216968,90.0,95.37094843752924,90.0,4,-141.7481778,-87.14433109000001,-3.112297538928572,PDEntry : Be4 Ga4 F20 (BeGaF5_P12_11) with energy = -141.7482,6.0748,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0358141314285713
BeGaF5_P21c,BeGaF5,Be,Ga,F,4.0,295.65362641263454,8.960482902004392,4.916363205450333,7.172321555139326,69.34553876901616,90.0,90.0,14,-142.34160728,-87.73776057,-3.1334914489285715,PDEntry : Be4 Ga4 F20 (BeGaF5_P21c) with energy = -142.3416,6.264,False,"(0.000,0.200,0.250)-(0.000,0.000,0.000)",0.0146202214285713
BeGaF5_P2_12_121_BaAlF5,BeGaF5,Be,Ga,F,4.0,297.56358704723147,5.180239774404022,5.269054547739865,10.901775356039453,90.0,90.0,90.00000000000001,19,-140.4564311,-85.85258439,-3.0661637282142857,PDEntry : Be4 Ga4 F20 (BeGaF5_P2_12_121_BaAlF5) with energy = -140.4564,5.7578000000000005,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0819479421428566
BeGaF5_P2_12_121_BaGaF5,BeGaF5,Be,Ga,F,4.0,297.7330711734957,5.185010207107945,5.269690237935938,10.89663426004507,90.0,90.0,90.00000000000001,19,-140.46380727,-85.85996055999999,-3.0664271628571425,PDEntry : Be4 Ga4 F20 (BeGaF5_P2_12_121_BaGaF5) with energy = -140.4638,5.762700000000001,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0816845075000003
BeGaI5_C2c,BeGaI5,Be,Ga,I,2.0,770.0884469736277,10.08163965714285,10.056144631156082,15.667437513412276,129.21206111176463,51.01786312833794,139.03066141775406,1,-35.10622459,-8.555751659999995,-0.6111251185714283,PDEntry : Ga2 Be2 I10 (BeGaI5_C2c) with energy = -35.1062,2.3224,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0656293557142855
BeGaI5_P2_12_121_BaGaF5,BeGaI5,Be,Ga,I,4.0,1579.466634505476,6.403368348988509,10.544991709671235,23.39137376185514,90.0,90.0,90.00000000000001,19,-69.13405249,-16.03310663,-0.5726109510714286,PDEntry : Be4 Ga4 I20 (BeGaI5_P2_12_121_BaGaF5) with energy = -69.1341,1.5806,False,"(0.500,0.500,0.000)-(0.000,0.000,0.000)",0.1041435232142848
BeI,BeI,Be,,I,1.0,44.124923652541895,3.966428727921577,3.966428727921577,3.966428727921577,59.99999999999999,59.99999999999999,59.99999999999999,225,-4.01077927,0.9271428350000006,0.4635714175000003,PDEntry : Be1 I1 with energy = -4.0108,0.0,False,,1.0729165537500005
BeI2,BeI2,Be,,I,2.0,268.69325920450666,6.914606324934438,6.129764571668452,7.857973654156455,112.85843090682636,116.54214430022571,89.76426465766657,72,-17.09702139,-4.174761089999997,-0.6957935149999995,PDEntry : Be2 I4 with energy = -17.0970,4.2488,False,"(0.500,-0.000,0.250)-(0.000,0.200,0.500)",0.0
BeI3,BeI3,Be,,I,2.0,398.2553961173052,11.72368854613685,11.723678945874166,3.3430384031350227,90.0,90.0,119.91726092101244,194,-16.66175795,-0.6930815599999995,-0.0866351949999999,PDEntry : Be2 I6 with energy = -16.6618,0.0,False,,0.4352099412500001
BeI4,BeI4,Be,,I,8.0,668.6867468432102,11.795700759411694,11.795700759411696,5.995604680080031,90.0,90.0,126.7195734711133,66,-22.69595519,-3.68086271,-0.3680862709999999,PDEntry : I8 Be2 with energy = -22.6960,0.796,True,"(-0.333,0.333,0.000)-(-0.333,0.333,0.000)",0.0493898379999988
BeI6,BeI6,Be,,I,1.0,3951.669427648274,9.521557866796094,9.521557866796094,45.51775371212339,90.0,90.0,106.7444694825994,65,-9.59505718,2.95890515,0.4227007357142857,PDEntry : Be1 I6 with energy = -9.5951,0.4367000000000001,False,"(-0.333,0.333,0.000)-(0.333,0.333,0.000)",0.7208979564285718
BeIn,BeIn,Be,In,,1.0,34.97054582748221,4.367244418166218,4.367244418166218,4.367133435988488,42.89577423847307,42.89577423847307,42.8946375548152,166,-5.20023887,0.3693387000000001,0.18466935,PDEntry : Be1 In1 with energy = -5.2002,0.0,False,,0.56466935
BeIn11,BeIn11,Be,In,,3.0,1013.5411871474624,10.044935071985009,10.044935071985009,10.044935071985009,90.0,90.0,90.0,221,-87.06964527,-5.715007260000007,-0.1587502016666668,PDEntry : Be3 In33 with energy = -87.0696,0.0,False,,0.2462497983333333
BeIn12,BeIn12,Be,In,,12.0,501.9231730375939,8.920394917140753,8.920394917140754,8.920394917140753,60.00000000000001,60.00000000000001,60.00000000000001,225,-28.17332795,1.099748229999996,0.0845960176923073,PDEntry : In12 Be1 with energy = -28.1733,0.0,False,,0.4899806330769229
BeIn13,BeIn13,Be,In,,1.0,370.95025405846064,8.155627813980459,8.155627813980459,5.986696172428283,100.49765048953714,100.49765048953714,73.03194481104504,12,-35.49696551,-4.069025820000004,-0.2906447014285717,PDEntry : Be1 In13 with energy = -35.4970,0.0,False,,0.1150695842857141
BeIn2Br10,Be(InBr5)2,Be,In,Br,1.0,430.6699640087816,6.8261626635220045,6.8261626635220045,10.285362583389915,71.65562475818128,71.65562475818128,88.03874424625359,5,-32.54943922,-8.400210965,-0.6461700742307692,PDEntry : Be1 In2 Br10 (BeIn2Br10) with energy = -32.5494,0.0,False,,0.2025282515384612
BeIn2Br6,Be(InBr3)2,Be,In,Br,1.0,270.71919036200075,7.453696198981243,7.453696198981238,6.446645028280379,65.15981755642444,65.1598175564245,59.77599429711141,12,-24.11521605,-6.535902665000002,-0.7262114072222224,PDEntry : Be1 Br6 In2 (BeIn2Br6) with energy = -24.1152,0.0,False,,0.2878532697222233
BeIn2Cl10,Be(InCl5)2,Be,In,Cl,1.0,402.28201646720737,6.994479635230257,6.994479635230257,9.469763795823894,69.07613652257918,69.07613652257918,87.55494377634956,5,-38.69218292,-14.165450239999998,-1.0896500184615383,PDEntry : Be1 In2 Cl10 (BeIn2Cl10) with energy = -38.6922,1.7359,False,"(0.500,0.500,-0.000)-(0.000,0.000,0.000)",0.1350528749999995
BeIn2Cl6,Be(InCl3)2,Be,In,Cl,1.0,194.05094035632777,6.498660798784592,6.498660798784592,6.498571324690685,59.99582190443815,59.99582190443815,59.997730161570935,225,-26.01384671,-8.20803067,-0.9120034077777776,PDEntry : Be1 Cl6 In2 (BeIn2Cl6) with energy = -26.0138,0.0,False,,0.4817315762962963
BeIn2Cl8,Be(InCl4)2,Be,In,Cl,4.0,1492.7964891086588,13.734625360354284,13.734625360354284,13.734625360354284,129.78083747662654,129.78083747662654,73.75737572278689,142,-141.23775571,-56.57265826999998,-1.2857422334090904,PDEntry : Be4 In8 Cl32 (BeIn2Cl8) with energy = -141.2378,2.9954,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.132543004318181
BeIn2F10,BeIn2F10,Be,In,F,1.0,154.99035635459393,5.237119227476604,5.237119227476604,8.072549328728455,56.952322281866,56.952322281866,76.28348437278966,5,-54.10064428,-30.392672325,-2.3378978711538463,PDEntry : Be1 In2 F10 with energy = -54.1006,1.3231,False,"(0.000,0.000,0.000)-(0.167,0.167,0.000)",0.1712143926923053
BeIn2F8,BeIn2F8,Be,In,F,2.0,121.29817003594228,5.519335014697255,5.519335014697255,4.29166279883124,100.99115050695772,100.99115050695772,72.73785138954804,12,-51.03409497,-30.52282919,-2.7748026536363635,PDEntry : In2 Be1 F8 with energy = -51.0341,3.5809,False,"(0.400,0.400,0.500)-(0.000,0.000,0.000)",0.1632391127272727
BeIn2I10,Be(InI5)2,Be,In,I,1.0,551.676256711798,7.413203147934324,7.413203147934324,11.139030345666592,72.06833505294824,72.06833505294824,89.43934704996555,5,-27.64352884,-4.687007309999995,-0.3605390238461534,PDEntry : Be1 In2 I10 (BeIn2I10) with energy = -27.6435,0.0,False,,0.1721744442307691
BeIn2I8,Be(InI4)2,Be,In,I,4.0,2297.155743267358,15.747169960481491,15.747169960481491,15.747169960481491,128.98944539231348,128.98944539231348,75.02755715582329,142,-104.2125817,-24.57215993999999,-0.5584581804545453,PDEntry : Be4 In8 I32 (BeIn2I8) with energy = -104.2126,1.8025,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.071112281818181
BeIn3,BeIn3,Be,In,,1.0,92.07021488760849,4.515505603934526,4.515505603934526,4.515505603934526,90.0,90.0,90.0,221,-9.68616788,0.1931367099999992,0.0482841774999998,PDEntry : Be1 In3 with energy = -9.6862,0.0,False,,0.4432841774999998
BeIn3Br,BeIn3Br,Be,In,Br,1.0,212.48847967579408,5.967308119936465,5.967308119936465,5.967308119936465,90.0,90.0,90.0,221,-9.07168457,2.4500987374999976,0.4900197474999995,PDEntry : Be1 Br1 In3 with energy = -9.0717,0.0,False,,1.1188565155
BeIn3Br6,Be(InBr2)3,Be,In,Br,6.0,301.60841954085765,7.51519622930144,7.51519622930144,7.529920161905133,60.0955789018519,60.0955789018519,89.99000621661432,225,-27.5559126,-7.821735705000002,-0.7821735705000001,PDEntry : Br6 Be1 In3 (BeIn3Br6) with energy = -27.5559,0.0,False,,0.2040773976249985
BeIn3Cl,BeIn3Cl,Be,In,Cl,1.0,183.2811914573691,5.6803177872331165,5.6803177872331165,5.680317787233117,90.0,90.0,90.0,221,-10.03414573,1.5253880199999994,0.3050776039999999,PDEntry : Be1 Cl1 In3 with energy = -10.0341,0.0,False,,1.0827501574999996
BeIn3Cl6,Be(InCl2)3,Be,In,Cl,6.0,254.9241923951931,7.108489055599267,7.108489055599267,7.12325591058195,60.05485197179239,60.05485197179239,90.00680899831104,225,-31.169796,-11.20911645,-1.120911645,PDEntry : Cl6 Be1 In3 (BeIn3Cl6) with energy = -31.1698,0.0,False,,0.2065420309166676
BeIn3F,BeIn3F,Be,In,F,1.0,119.13281595187912,4.920513969482911,4.920513969482911,4.920513969482911,90.0,90.0,90.0,221,-13.26041081,-1.7827531325000017,-0.3565506265000003,PDEntry : F1 Be1 In3 with energy = -13.2604,0.0,False,,0.9003424650000005
BeIn3F6,BeIn3F6,Be,In,F,6.0,138.64831845669522,5.793104144455934,6.362184700725063,5.793104144455935,123.29864310647883,87.49045188468902,123.29864310647883,71,-42.80414916,-23.334726045000004,-2.3334726045000003,PDEntry : F6 Be1 In3 with energy = -42.8041,0.0,False,,0.2443407113333364
BeIn3I,BeIn3I,Be,In,I,1.0,256.5716245517733,6.35432672283604,6.35432672283604,6.35432672283604,90.0,90.0,90.0,221,-7.94532939,3.457183244999998,0.6914366489999997,PDEntry : Be1 I1 In3 with energy = -7.9453,0.0,False,,1.1994137119999997
BeIn3I6,Be(InI2)3,Be,In,I,6.0,379.92842153331935,8.122531049057274,8.122531049057274,8.132349033607099,60.043980824230566,60.043980824230566,89.98895418727989,225,-23.5858933,-4.567340439999999,-0.4567340439999999,PDEntry : I6 Be1 In3 (BeIn3I6) with energy = -23.5859,0.0,False,,0.2232623132499984
BeIn4,BeIn4,Be,In,,1.0,136.3138247991999,4.041741565722,4.041741565722,8.820392030461521,103.24488070236252,103.24488070236252,89.99999999999987,139,-11.16957737,0.864590729999998,0.1729181459999996,PDEntry : Be1 In4 with energy = -11.1696,0.0,False,,0.5709181459999999
BeIn5,BeIn5,Be,In,,1.0,173.48796707535794,5.832878361069682,5.832878361069682,5.88806852743112,90.0,90.0,119.999992916578,191,-13.12864365,1.060387959999998,0.1767313266666663,PDEntry : Be1 In5 with energy = -13.1286,0.0,False,,0.5767313266666663
BeIn7,Be11In7,Be,In,,22.0,657.4110560547794,9.760019090396346,9.760019090396346,9.760019090396346,59.99999999999999,59.99999999999999,59.99999999999999,225,-97.92670897,7.365089489999988,0.2045858191666663,PDEntry : Be22 In14 (BeIn7) with energy = -97.9267,0.0,False,,0.5779191525000003
BeInBr3,BeInBr3,Be,In,Br,6.0,375.5781386283476,4.930498140258106,9.648544233164031,13.127547319634536,119.6579756779702,109.30454919487453,43.846241156990544,1,-31.10152131,-10.107493865,-1.0107493865,PDEntry : Br6 Be2 In2 with energy = -31.1015,3.276,False,"(-0.143,0.250,-0.000)-(0.000,0.500,0.500)",0.0409276289999991
BeInBr5,BeInBr5,Be,In,Br,2.0,441.3754823167784,7.113999005965136,7.115431052157695,10.115851811857294,110.86384456376828,110.93798143477449,90.5355757031232,15,-40.59852325,-13.034580935,-0.931041495357143,PDEntry : In2 Be2 Br10 with energy = -40.5985,1.3018,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.1054903557142852
BeInBr5_C2c,BeInBr5,Be,In,Br,2.0,559.4580858428609,9.04033067576359,9.040917560751216,11.910871701658634,117.4656265403075,62.50984866799368,138.654339704404,9,-41.23980203,-13.675859715,-0.9768471225,PDEntry : In2 Be2 Br10 (BeInBr5_C2c) with energy = -41.2398,2.3392,False,"(0.250,0.250,0.000)-(0.000,0.000,0.000)",0.0596847285714279
BeInBr5_Immm,BeInBr5,Be,In,Br,2.0,710.7665605628807,4.831366147734523,11.911083155663846,12.351104003795752,90.0,90.0,90.00000000000001,71,-29.00456177,-1.4406194550000002,-0.1029013896428571,PDEntry : Be2 In2 Br10 (BeInBr5_Immm) with energy = -29.0046,0.5683999999999998,False,"(0.400,0.000,0.000)-(0.000,0.000,0.000)",0.9336304614285708
BeInBr5_P21c,BeInBr5,Be,In,Br,4.0,1197.2861426228965,15.060654223722649,12.04229797550845,10.9422743406634,37.10699185528058,90.0,90.0,14,-76.11386499,-20.98598036,-0.7494992985714285,PDEntry : Be4 In4 Br20 (BeInBr5_P21c) with energy = -76.1139,1.7833,False,"(0.000,0.333,0.000)-(0.000,0.000,0.000)",0.2870325524999995
BeInBr5_P2_12_121_BaGaF5,BeInBr5,Be,In,Br,4.0,1692.5179798659713,6.917038442635641,9.419171478273828,25.97768212088472,90.0,90.0,90.0,19,-79.17980282,-24.05191819000001,-0.8589970782142861,PDEntry : Be4 In4 Br20 (BeInBr5_P2_12_121_BaGaF5) with energy = -79.1798,2.6759,False,"(0.500,0.000,0.000)-(0.000,0.000,0.000)",0.1775347728571419
BeInCl3,BeInCl3,Be,In,Cl,12.0,492.72576341637495,10.05596587685455,3.2895721351438607,14.895053492231307,90.0,90.0045657282501,90.0,62,-67.73128284,-25.290222640000003,-1.2645111320000002,PDEntry : Cl12 In4 Be4 with energy = -67.7313,1.237,False,"(0.000,0.500,0.000)-(-0.000,0.500,0.500)",0.1665074356666673
BeInCl5_C2c,BeInCl5,Be,In,Cl,2.0,436.3137435931106,7.821772012625782,7.821772824750477,10.205152369935478,70.74531911974267,70.74530447116615,48.555337561141215,15,-46.7040413,-18.76259456,-1.3401853257142855,PDEntry : Be2 In2 Cl10 (BeInCl5_C2c) with energy = -46.7040,3.274,False,"(0.250,0.250,0.000)-(0.000,0.000,0.000)",0.1289477564285701
